hsv_0,hsv_1,hsv_2,hsv_3,hsv_4,hsv_5,hsv_6,hsv_7,hsv_8,hsv_9,hsv_10,hsv_11,hsv_12,hsv_13,hsv_14,hsv_15,hsv_16,hsv_17,hsv_18,hsv_19,hsv_20,hsv_21,hsv_22,hsv_23,hsv_24,hsv_25,hsv_26,hsv_27,hsv_28,hsv_29,hsv_30,hsv_31,hsv_32,hsv_33,hsv_34,hsv_35,hsv_36,hsv_37,hsv_38,hsv_39,hsv_40,hsv_41,hsv_42,hsv_43,hsv_44,hsv_45,hsv_46,hsv_47,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,label
13.2288,68.168,66.1632,20.3632,61.536,60.9264,23.2608,67.6512,54.896,49.2608,52.6592,63.1456,43.176,43.2432,76.9456,46.5008,40.2944,65.6064,18.6704,60.5712,82.264,9.2912,47.56,68.0192,13.3488,67.7616,65.984,22.3792,53.6016,62.7616,15.4112,56.6592,75.9792,14.2224,52.0352,87.3376,31.0768,49.7856,68.344,29.7792,45.0656,71.7264,14.6064,57.9104,70.6704,17.3296,44.88,103.872,14.0,142.0,154.0,1238.0,3810.0,3051.0,669.0,294.0,450.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
42.6336,49.1168,68.0016,22.3696,52.4208,58.984,18.1168,63.2048,55.9552,47.104,50.9024,69.7312,15.2816,55.1792,72.1472,19.1568,51.28,69.5328,23.9328,52.0128,81.672,17.4736,59.5936,68.712,12.4864,61.7664,69.896,32.9616,46.7728,62.8512,34.3232,53.92,71.8272,18.5136,61.3632,89.3664,70.7264,55.7472,55.776,44.2624,42.5488,76.6384,15.4496,51.36,72.4032,14.8704,45.624,104.2768,49.0,166.0,172.0,1263.0,4032.0,2694.0,677.0,296.0,380.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
20.9776,55.9488,164.6048,19.1792,63.4352,150.992,17.712,61.992,151.5152,20.0848,57.8896,164.768,20.3936,52.3744,172.5056,19.36,60.5584,158.9472,19.1584,58.6256,159.768,21.3936,49.8848,181.9264,19.4768,53.1968,174.496,21.0736,51.744,181.1632,19.7488,55.648,171.48,21.3104,52.6688,180.1168,20.7776,52.9424,183.056,20.7744,50.0336,187.9888,20.7488,53.5632,180.8208,20.8896,52.872,181.2368,41.0,268.0,74.0,1155.0,2411.0,2853.0,806.0,670.0,1310.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
27.1104,49.7248,65.2464,95.64,43.6,58.4224,57.1728,52.3152,54.3824,32.3136,50.7904,65.8464,29.2912,39.784,74.4352,65.7488,48.3216,67.072,21.3376,48.5248,82.3664,27.984,63.04,64.232,28.6992,62.568,65.6848,24.4208,51.184,66.0256,12.7856,56.864,76.8928,17.4528,60.4848,83.3408,24.5696,53.1856,70.1952,29.1536,48.8304,70.7168,22.536,63.6576,67.24,14.8544,47.144,101.5744,20.0,133.0,173.0,1254.0,3920.0,2956.0,611.0,295.0,481.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
46.0768,40.4768,91.1056,69.5584,44.8352,71.608,33.6528,58.5424,70.1408,78.304,50.3728,60.4272,14.8928,46.3872,83.2896,27.8176,42.1888,89.7824,65.3648,41.3088,81.5536,45.3952,39.5824,68.9264,51.0672,32.304,93.96,12.1376,40.1248,88.4112,23.2544,40.2128,100.4464,12.0576,54.2624,67.2224,11.1552,54.0992,71.1856,11.608,34.9824,88.1632,13.0416,61.9664,73.1408,31.096,50.4608,85.7504,39.0,161.0,181.0,1343.0,4340.0,2474.0,594.0,257.0,334.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
13.9728,60.84,191.0064,17.04,58.1616,189.9168,18.08,51.5264,196.9408,17.6592,55.1168,194.1264,17.8768,49.7312,196.4512,17.9728,53.9696,191.8528,18.3504,48.664,200.3744,18.8416,44.5072,210.9424,20.632,43.5536,208.1824,19.0704,52.7312,201.848,19.4912,50.5088,207.96,20.1088,42.5888,218.5248,20.1792,39.6112,215.8304,19.6112,40.296,215.0784,21.0576,45.4208,214.2064,19.7296,48.9856,209.9344,10.0,138.0,41.0,1175.0,2209.0,3327.0,766.0,691.0,1426.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
97.1136,53.6608,55.592,12.0624,68.5328,57.2272,11.5136,44.0976,70.7904,26.7952,54.9472,50.1472,66.6528,45.5712,64.0528,67.3744,53.2144,58.248,22.2656,57.7984,62.5488,22.8896,41.0368,86.3264,36.704,54.7104,60.6688,38.2608,47.872,75.4528,19.8368,62.048,56.3056,98.3296,44.5984,58.3136,53.2912,47.8944,65.3616,32.1856,43.1008,86.8816,10.6464,63.5968,67.304,13.4384,50.0096,80.9248,4.0,119.0,116.0,1103.0,3903.0,3066.0,634.0,346.0,559.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
22.3744,47.2352,94.488,103.496,46.4352,68.048,30.5504,51.6,71.1344,13.1376,60.3792,58.7968,41.0,44.328,86.2592,59.5232,38.1584,91.5456,26.0992,38.4288,84.3472,20.3648,50.8208,69.5728,31.7664,37.1008,96.656,48.6896,36.7712,87.592,36.896,39.1328,97.2512,21.2384,69.0144,65.3168,10.2384,49.424,73.4368,16.5088,42.0656,91.0576,43.6544,52.2016,73.408,29.1056,39.7296,88.0384,25.0,140.0,124.0,1232.0,4592.0,2592.0,547.0,245.0,297.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
26.0816,35.4416,102.016,73.8864,46.0576,66.8624,12.6128,54.4816,71.5984,20.3296,63.1408,60.2736,37.984,40.144,94.7728,103.152,40.8832,87.9616,29.9216,43.4,87.2384,16.968,43.3184,68.928,18.3856,37.0512,99.2544,69.2192,37.0304,84.4224,35.9392,41.3136,95.9488,17.3984,64.7744,63.9392,9.9344,48.9312,76.1696,22.6944,45.9456,91.576,43.0704,52.248,76.3056,21.0432,36.4688,91.5264,12.0,131.0,115.0,1185.0,4561.0,2743.0,472.0,205.0,392.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
14.592,49.792,87.0096,54.9568,47.9168,66.424,11.6608,50.952,65.8224,34.8064,47.0416,59.0704,24.904,48.8816,82.1152,83.2192,36.0032,93.1152,23.0752,40.8672,82.4864,27.8608,34.5856,70.4032,11.4992,38.5552,93.6016,45.0832,34.368,88.4736,31.3696,38.4672,92.9344,36.184,56.1888,64.04,18.5408,48.0384,75.6736,26.624,37.7376,89.5616,28.0832,49.3664,76.744,30.44,48.0736,84.2816,33.0,169.0,195.0,1261.0,4504.0,2495.0,549.0,272.0,318.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
12.4816,47.2192,87.0672,24.992,58.6768,66.552,13.3152,58.2816,67.52,10.7664,55.4928,57.6368,47.3216,47.728,81.7136,83.8944,35.9424,94.4592,62.0112,36.4896,83.704,26.8384,47.2224,70.7552,34.4784,36.744,91.552,84.712,33.8144,90.1392,49.856,40.976,91.2144,32.4656,53.8016,64.1104,21.4912,46.7008,77.0656,32.4304,41.7024,89.5616,66.2192,45.5936,76.0,13.8688,47.576,86.536,21.0,169.0,174.0,1336.0,4474.0,2481.0,547.0,262.0,308.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
20.7984,39.0176,94.3008,32.9664,56.4208,69.0688,19.592,62.0208,64.9376,23.1056,56.7536,61.608,46.8032,39.024,88.9776,109.544,37.3232,83.784,55.144,44.912,78.4896,19.1584,49.3136,70.8832,26.4736,37.6512,93.9728,65.8416,39.952,85.8512,29.76,36.1584,99.4784,12.4112,55.6896,65.7776,11.5424,48.584,72.96,75.8416,35.952,86.1248,43.216,45.9776,77.3264,27.152,46.4496,79.4432,26.0,145.0,148.0,1246.0,4650.0,2436.0,583.0,276.0,261.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
13.7072,51.6976,66.3088,31.6336,53.928,60.0592,18.3664,65.392,54.8304,33.976,46.0528,71.48,22.1104,50.6832,73.824,116.4048,42.1424,67.976,14.5104,52.7696,80.8736,33.1488,60.7824,66.216,25.2256,53.848,66.8192,60.5392,46.8592,63.5232,14.8144,53.496,76.2,16.9744,56.384,85.6976,59.3776,48.7104,63.1408,35.224,42.6304,74.2976,18.5584,46.0368,70.672,17.5616,42.2672,103.8992,25.0,134.0,177.0,1269.0,4002.0,2825.0,649.0,281.0,427.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
12.2384,44.7568,96.2064,25.7024,53.1648,71.8448,25.5792,47.5376,68.3952,71.3984,38.1088,61.8736,13.2592,47.0272,87.7184,13.8192,48.2624,85.8768,89.4368,44.7792,81.0944,53.0208,41.1728,68.8944,15.8816,36.3888,93.9792,12.5872,41.28,86.6496,17.8384,37.432,100.7824,7.736,49.248,66.9536,26.8976,47.1968,70.7904,12.6928,44.8592,89.2624,20.504,51.9808,72.728,15.6208,46.2352,84.6592,28.0,141.0,152.0,1248.0,4550.0,2565.0,546.0,248.0,352.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
105.4352,51.2752,53.7712,34.544,47.8832,63.9184,78.4576,36.0304,61.3744,41.6624,44.9136,64.9472,126.9616,41.4192,60.8176,64.3232,47.4256,57.2416,56.928,42.6112,70.784,10.8336,39.9216,78.0704,37.7488,53.5392,59.8256,90.32,39.9184,74.368,42.7488,52.7216,56.2912,120.8128,42.848,69.888,24.8624,48.0496,70.0448,32.9088,41.6832,83.5616,82.328,45.9984,71.4032,16.4128,55.9696,88.6384,9.0,141.0,113.0,1037.0,4181.0,3003.0,550.0,326.0,471.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
19.016,36.2768,101.4448,79.4032,51.0976,68.9856,41.9232,39.3824,73.2784,24.944,47.7648,61.7328,30.7888,37.9456,90.784,52.728,40.8736,89.0192,37.3424,40.2816,86.4576,41.7744,51.592,68.8272,20.456,31.9296,98.0816,16.44,41.7136,86.2256,28.7728,34.5456,95.9072,24.0016,48.8,64.8608,27.3904,44.7664,74.5104,11.2128,35.1296,91.9056,14.824,48.4784,71.6672,15.2512,36.3344,95.5936,13.0,96.0,98.0,1192.0,4714.0,2746.0,481.0,200.0,315.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
14.8688,40.5392,98.9504,66.0448,47.216,75.6736,18.0352,39.8208,72.1392,17.6832,49.392,66.8304,35.6048,33.7344,88.6608,16.7888,45.416,83.2048,30.7376,41.2928,82.336,27.9856,50.3456,66.2752,27.5056,32.4496,92.6464,24.9824,38.7664,86.4144,13.9264,34.0992,102.2992,9.8992,46.0304,70.272,36.5296,43.5024,71.0528,31.3984,31.7792,88.6016,13.3792,50.616,70.0704,16.904,44.8192,86.24,30.0,129.0,169.0,1229.0,4555.0,2575.0,544.0,256.0,331.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
91.44,47.4288,55.1232,94.4096,52.2704,59.0112,37.5264,41.1536,70.7504,31.2848,47.4768,50.4192,74.1552,45.0768,59.0304,60.2176,45.8368,62.632,30.1344,55.9504,62.0928,20.0384,42.1104,84.7008,18.512,55.3936,59.3904,28.528,40.7024,77.1856,46.1856,59.4,57.5408,31.4992,51.808,59.88,78.1536,41.6016,69.0448,21.384,54.8928,83.5072,76.6736,43.888,68.0144,14.3712,43.3152,80.1664,13.0,113.0,116.0,987.0,4088.0,3049.0,563.0,335.0,573.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
18.3952,54.5728,166.2704,17.7808,61.7824,151.4144,18.2432,62.9328,151.4272,18.4928,55.9824,162.6288,20.1008,53.6656,173.016,18.9488,59.7936,158.3664,18.5504,58.9264,159.6896,19.5456,48.8592,180.4656,19.904,53.88,174.5232,20.3232,51.8992,181.6224,18.9424,55.3936,170.7712,19.624,50.976,179.8944,20.1184,52.1856,181.9984,20.9632,49.9872,187.624,20.7568,54.0048,179.5552,20.2224,52.552,182.12,23.0,207.0,75.0,1153.0,2293.0,3131.0,741.0,657.0,1385.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
36.9584,46.1024,66.7344,19.5328,47.5472,60.8224,35.3904,47.872,56.2256,68.0128,45.2176,70.9056,22.816,54.2352,70.8368,20.7552,46.1216,69.0032,11.368,44.7968,81.2032,29.1184,50.8672,73.7456,18.9728,62.6416,72.4096,99.136,38.2528,60.6048,24.5856,53.4384,71.9872,13.6,43.9456,93.7808,56.1136,64.1536,49.3728,46.696,45.856,74.3792,30.6688,46.4976,76.92,14.1584,35.4768,102.4048,33.0,151.0,181.0,1237.0,4206.0,2679.0,589.0,301.0,366.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
97.2512,45.2912,50.9616,40.8,46.16,64.4864,81.3344,45.6768,61.3856,53.8272,53.1024,64.3472,34.9264,45.6672,64.1168,92.0624,40.2192,55.1664,48.7984,39.92,73.696,100.9232,36.0832,76.76,23.568,47.0928,60.8928,63.672,39.624,70.9328,102.4448,53.0544,54.6832,103.2,42.9456,69.7616,8.144,49.0496,66.2,27.5696,46.128,85.5536,12.5456,54.4832,69.4,34.7632,37.28,85.8768,26.0,140.0,137.0,1067.0,4236.0,2783.0,630.0,345.0,455.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
68.8112,53.92,54.0752,71.8544,43.2944,59.848,70.4624,37.12,65.5296,22.2864,55.0832,57.0336,33.2864,47.0576,62.3584,106.1616,42.1664,56.8784,86.8544,38.0768,68.0352,73.096,31.8464,82.2912,16.5392,51.9872,60.9712,24.488,45.9616,74.4928,51.7568,57.416,56.192,95.7024,44.5648,65.648,33.5136,47.4496,67.176,20.2512,55.648,84.9072,31.0224,54.4368,69.728,17.768,46.8992,84.0576,11.0,141.0,129.0,1067.0,3916.0,3029.0,609.0,348.0,573.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
30.8192,51.0688,66.8656,59.6016,44.2448,59.1552,62.8704,46.4016,57.7312,40.2384,57.2736,66.8624,21.5552,45.0768,71.6496,58.4944,44.072,69.2192,21.3872,44.4528,82.4416,37.08,50.936,71.8336,25.6912,58.4704,71.6944,60.2656,43.5872,61.7184,24.312,59.0224,70.6816,15.368,53.5312,90.9488,41.0992,53.9984,50.4736,14.9824,50.3696,76.08,14.832,55.6432,73.328,14.2992,37.1424,103.2624,21.0,162.0,150.0,1220.0,4094.0,2798.0,574.0,315.0,415.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
14.8928,56.544,64.736,61.4688,41.528,59.5792,25.2976,51.4832,53.5856,15.152,52.7408,68.8672,9.4848,42.288,75.1376,45.256,43.6192,65.5312,17.1168,48.6256,80.7472,30.9456,51.8784,64.5392,36.1936,51.872,65.9744,25.1056,45.6992,65.0128,13.7472,48.5312,78.2704,13.8512,52.5056,82.7536,18.224,51.8096,70.664,19.7552,47.6464,68.9696,12.3136,52.3904,67.648,17.464,47.1136,101.192,23.0,134.0,160.0,1074.0,4191.0,2962.0,568.0,310.0,406.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
69.8608,44.2432,54.8064,12.8192,39.8416,59.8704,28.776,43.3072,66.312,7.1408,44.9168,58.0688,31.9888,43.7328,60.056,35.5376,46.3488,57.6496,48.1008,41.96,66.6064,23.88,37.5344,83.3984,68.7968,44.6032,60.7808,18.7216,59.4224,77.6272,25.8464,63.0144,57.8496,78.9504,43.1056,65.7984,45.2896,42.5808,68.8688,15.432,44.2944,82.568,36.3936,60.9392,71.7472,16.24,56.3632,85.952,15.0,130.0,128.0,1140.0,3986.0,2874.0,509.0,372.0,678.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
40.08,47.7264,64.7472,77.4352,40.7312,60.3248,18.1776,70.3904,55.1312,25.2464,56.3168,63.8032,24.1328,48.9952,76.4464,89.1328,37.872,66.4624,16.8576,57.1136,82.3792,15.2928,56.416,69.7248,12.0656,57.2016,65.8176,50.904,50.4912,62.96,17.0416,62.0704,75.7456,15.3728,47.6032,86.176,51.6656,48.3392,68.6576,44.1648,44.8144,72.0064,14.1216,55.272,71.7696,17.0144,34.0112,103.4624,29.0,133.0,146.0,1154.0,4211.0,2853.0,591.0,299.0,397.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
77.8816,41.6912,53.4896,31.6096,44.2896,61.776,59.656,40.8352,63.5888,82.7344,41.3536,63.1232,42.8272,47.3296,60.1264,39.4784,47.7216,58.4736,16.8896,50.768,68.2592,19.8192,47.28,78.3568,93.3168,36.3952,59.2544,25.0896,57.5648,74.7664,11.8528,69.0448,55.5552,64.5408,44.3136,67.9456,73.8096,37.624,69.376,23.8976,51.1456,83.4128,13.7632,57.3328,70.2016,14.0496,42.7344,84.7792,22.0,138.0,140.0,1128.0,4118.0,2762.0,623.0,324.0,545.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
127.0528,37.92,50.9392,39.656,38.6912,60.3344,46.1184,38.0832,66.4144,115.5264,45.6208,55.224,64.9856,35.336,64.1488,47.4704,41.2896,58.4368,28.024,44.1072,68.3552,13.4896,42.5584,80.2304,102.1232,37.4576,58.32,20.5616,57.9472,70.0384,17.8208,68.2176,52.8032,64.9824,48.8224,64.568,132.6752,42.1312,64.5424,15.9904,51.6016,87.1616,17.2608,56.0544,66.2256,20.4208,46.36,81.1824,12.0,112.0,110.0,959.0,4268.0,2976.0,584.0,356.0,502.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
84.7744,42.24,67.1728,134.6368,40.3952,57.2688,37.352,58.048,59.5872,16.456,63.9856,63.7104,17.2816,61.7056,70.2208,68.4448,42.2144,70.3984,14.4992,48.7888,82.6512,17.4464,53.68,68.352,13.4304,61.1392,71.3392,32.5968,52.5616,63.2192,32.5376,54.4304,67.8784,20.0816,45.3952,88.1712,66.9136,58.2736,52.016,34.5408,46.0448,76.5712,13.728,54.6256,70.016,17.5136,35.6944,100.5712,28.0,149.0,170.0,1287.0,3873.0,2863.0,597.0,288.0,511.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
26.736,38.8576,93.7424,68.9872,46.5136,67.7696,26.1328,41.0048,69.4208,29.8176,69.9616,57.3616,45.3312,52.7984,87.2432,46.216,44.8704,91.6784,38.1952,38.5312,84.2336,24.72,41.9152,69.472,14.3616,39.7216,96.7664,21.5472,43.0464,86.984,44.032,40.4176,95.9728,24.056,57.0976,65.0576,18.24,47.6976,72.7808,22.1888,42.1856,90.8128,34.1728,56.3056,74.2832,14.8528,45.5968,86.104,29.0,142.0,125.0,1216.0,4484.0,2699.0,498.0,247.0,388.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
13.6624,44.3296,88.2256,50.4288,48.8608,68.7632,35.4208,50.352,61.7808,33.2832,53.3504,63.1008,21.656,42.8608,85.7248,48.9504,44.16,85.8032,41.9872,52.3248,75.992,18.2448,54.0224,71.1472,70.5216,35.168,92.1296,15.0896,45.8704,86.08,54.704,33.7136,96.3424,15.2128,57.648,67.296,17.8848,52.0336,73.1072,17.552,39.8656,82.3856,36.1264,49.4448,79.8592,12.688,53.6672,74.0416,39.0,203.0,180.0,1390.0,4272.0,2528.0,557.0,262.0,334.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
29.5168,58.7872,65.5328,94.5024,45.9056,59.928,60.9648,53.0848,55.2496,27.0976,57.7872,64.2736,8.528,45.4736,75.9872,74.0336,41.2608,67.0832,37.2064,43.8368,82.176,22.2512,58.16,66.9616,21.7008,59.8864,66.2416,37.4944,53.776,63.7552,15.1536,56.6304,76.1328,18.1232,58.656,85.2928,35.6368,54.9696,67.3888,17.2,51.5952,72.9664,13.9984,54.8752,69.0416,19.0864,47.4992,102.7888,24.0,144.0,162.0,1243.0,3817.0,2931.0,643.0,308.0,505.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
57.4048,49.6704,56.0272,21.408,46.5344,54.2096,19.752,45.472,72.2656,14.264,78.288,50.04,86.1968,40.6688,64.7808,88.6816,39.04,57.7408,16.8768,68.9472,60.0992,17.3904,49.5248,89.456,71.5968,39.9088,59.6656,20.0208,42.7376,74.792,13.1104,63.5344,53.584,42.8,57.2112,55.8928,103.9408,40.2416,63.264,23.136,40.4608,86.824,43.6704,66.416,65.7936,14.6928,53.112,78.6224,18.0,92.0,127.0,1094.0,3762.0,3073.0,543.0,441.0,718.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
44.264,40.016,62.3296,86.4432,64.2272,48.584,30.5456,51.2688,66.6192,9.5584,43.1136,85.6288,59.9104,31.8912,64.9856,33.9344,45.1552,55.2176,42.2656,56.0256,56.9824,18.128,52.7968,77.2224,104.712,34.0304,79.5568,55.1696,46.36,62.6864,66.8464,52.1008,53.8256,33.1312,52.792,77.9472,24.6048,34.8272,88.4736,75.5856,40.752,65.9472,18.1728,51.2896,54.272,15.8496,51.4432,84.0912,21.0,119.0,106.0,1177.0,3787.0,2956.0,660.0,372.0,601.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
24.8832,37.6208,62.0816,113.0624,57.0224,48.824,18.5328,59.3952,66.4496,12.9696,50.2096,87.1904,71.8992,29.4528,65.232,105.0448,42.0736,56.608,55.5856,59.3056,57.6976,13.9968,51.7824,78.6944,64.8128,29.4448,78.6256,44.1888,36.8736,61.68,46.0304,54.4912,55.624,23.9504,47.2624,80.16,10.4736,41.0704,88.3984,79.9936,32.6432,66.2,110.1056,42.3104,55.024,31.7216,40.2288,85.576,20.0,123.0,106.0,1180.0,3866.0,2900.0,626.0,377.0,606.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
86.136,46.3728,56.3728,46.5072,38.0688,79.5616,47.2608,34.0768,85.1072,127.7264,35.4432,69.256,36.4976,35.1568,74.1488,75.392,37.7984,73.712,102.8896,42.856,72.2176,70.6112,34.0704,98.9888,29.064,35.0368,67.1536,12.8272,29.9056,80.256,28.3328,49.6832,68.608,59.2688,48.5408,77.8048,65.2704,36.7024,66.9584,47.704,41.1008,65.8256,86.0672,28.664,84.5904,152.9664,46.4272,59.2528,21.0,128.0,115.0,1178.0,3796.0,2967.0,681.0,386.0,560.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
11.072,51.5296,72.2672,9.12,59.4896,61.4928,12.9616,46.568,72.8272,22.8144,32.568,97.1552,13.4656,56.0896,69.9936,14.1568,58.6832,72.5552,12.8528,58.4656,63.9408,67.6704,37.3712,71.4432,17.8768,62.9008,74.2928,14.7568,44.9568,85.0016,11.9232,58.4576,66.7472,14.5904,63.36,59.7312,7.9472,56.9808,57.6384,10.48,54.7408,56.232,12.2192,61.3168,56.8176,14.808,54.2032,56.832,9.0,127.0,77.0,1168.0,3235.0,3396.0,700.0,372.0,730.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
89.1776,61.5344,56.424,29.8656,45.0416,84.3072,44.2096,48.5552,87.4608,23.7184,43.344,68.92,10.4496,32.3888,74.1184,16.4528,45.232,66.8128,70.3488,30.2464,77.7904,70.2656,17.6704,89.8064,8.7072,36.8448,69.5584,59.3824,18.4144,78.3568,32.6576,42.216,72.7392,20.9952,32.768,85.712,92.6752,39.4224,67.656,92.9632,38.6272,70.9424,70.296,27.6352,85.752,10.7072,44.0832,61.1936,6.0,104.0,93.0,1138.0,4173.0,2960.0,677.0,302.0,412.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
74.4096,47.776,58.6016,93.6704,51.3472,51.8592,10.872,63.2432,68.776,15.3632,58.2944,90.2944,35.408,43.0304,68.9024,69.2704,54.2528,62.2272,47.4256,57.8384,57.7952,21.8896,46.624,80.504,24.3648,35.5792,85.7216,19.8976,44.7856,68.064,54.1776,56.1264,58.1728,14.4432,42.5312,84.0896,13.6784,48.4288,89.2256,54.1552,37.9376,76.176,75.408,52.9456,59.8128,12.7456,45.6576,88.6144,8.0,86.0,67.0,1084.0,3994.0,3152.0,587.0,344.0,564.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
30.8224,59.8752,63.0512,52.4464,59.8512,56.7856,43.7664,45.9424,57.8272,16.8448,77.7232,51.5216,16.7712,55.8368,76.2176,61.0272,50.4656,66.0192,111.1408,41.7328,67.6736,28.8272,60.848,60.1712,16.328,57.624,83.4864,54.2,42.6048,67.92,28.1216,53.968,68.9072,24.3152,59.7232,51.7136,15.376,63.184,83.2752,16.4048,60.7488,82.8304,17.408,66.9456,72.0992,17.2496,68.3568,73.3104,37.0,211.0,172.0,1331.0,3597.0,2741.0,584.0,420.0,606.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
16.3008,57.528,66.0176,9.5248,55.232,58.2112,21.9168,47.6016,57.4896,11.952,53.0448,52.8416,19.1376,62.9808,76.6816,40.6464,57.0528,65.8576,31.7056,45.8064,67.4224,9.5776,53.4128,58.8304,16.6304,60.3808,82.9328,45.6288,45.3744,70.1312,34.1936,55.1472,68.3984,8.248,56.1584,52.0992,15.128,59.4144,87.0816,15.528,62.9792,82.9264,14.488,60.1664,72.192,13.8672,63.9328,73.0256,39.0,171.0,190.0,1321.0,3712.0,2700.0,640.0,364.0,580.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
32.5664,52.56,67.3376,27.016,54.16,59.3568,23.7056,60.2704,57.7856,15.0784,64.2128,55.6768,24.9056,57.928,75.7632,35.8368,53.264,62.6528,24.7168,48.4896,67.5776,13.5088,65.2032,57.2528,15.96,56.6704,80.544,18.2304,51.5056,69.504,32.6336,52.9728,68.7488,11.4128,54.736,53.3456,13.8128,53.848,89.3856,14.1456,53.424,83.7152,14.7408,57.0608,71.0016,13.4304,62.256,70.2112,26.0,205.0,159.0,1313.0,3831.0,2677.0,583.0,352.0,581.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
38.0304,47.5424,64.5584,16.928,57.2464,58.3728,46.5264,52.9696,59.6112,28.6736,56.8976,54.2544,19.2368,55.8032,76.5984,38.0384,58.096,65.6048,26.328,55.16,69.696,17.9328,68.4544,60.376,13.3472,51.44,83.4816,43.0112,47.944,70.7088,33.9296,48.4624,68.8912,27.7472,47.3392,52.4496,13.4448,56.5808,87.9568,11.5296,46.2144,83.9824,15.2816,49.4592,72.0112,18.5488,48.7728,71.9232,30.0,212.0,152.0,1346.0,3908.0,2630.0,498.0,371.0,577.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
30.928,50.0032,62.608,22.496,62.2368,57.176,29.368,53.336,61.6224,11.632,64.1264,51.9024,21.9472,48.1104,76.2928,32.928,55.4624,66.1216,32.4,55.448,70.1168,17.4864,75.384,62.0016,12.3264,45.0176,83.3968,53.6512,48.24,69.2272,39.9472,49.7024,69.96,29.5312,42.5504,51.7504,13.1984,54.6464,86.3856,13.2864,49.9584,85.5216,23.048,52.336,71.7232,14.9152,50.392,72.4864,17.0,183.0,130.0,1348.0,3841.0,2670.0,621.0,359.0,531.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
31.1136,56.0016,67.5312,51.3904,54.1776,53.92,13.8896,46.0352,67.9072,22.008,71.9264,48.5968,74.2816,44.8448,79.752,34.2928,58.7392,71.9088,39.9696,39.6144,69.3968,17.424,71.4704,69.0784,21.8368,51.6928,87.4976,35.1792,49.9952,74.0208,29.2288,36.4928,73.3088,14.0144,46.6768,53.384,15.816,56.0384,86.544,13.6736,50.0704,89.6928,16.5792,59.5232,73.2352,19.3184,45.8112,78.0832,38.0,190.0,185.0,1376.0,3865.0,2540.0,559.0,338.0,639.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,rengar
